run_id,commit,timestamp,cell_type,corpus,format,chunking,chunk_size,generator,reranked,late_chunking,n_docs,n_chunks,n_questions,recall_at_5,mrr,ndcg_at_5,faithfulness,ragas_faithfulness,ragas_answer_relevance,factscore,selfcheck_consistency,indexing_tokens,retrieval_tokens,prompt_tokens,output_tokens,ctx_tokens_per_query,contextualization_overhead_pct,token_saving_vs_baseline_pct,latency_s_mean,latency_s_p95,cost_usd,quality,cost,latency,composite_score
hotpotqa_toon_fixed_1024_claude,2588da3,2026-08-01T01:56:00+00:00,S_chunk_size,hotpotqa,toon,fixed,1024,claude,0,0,498,498,50,0.87,0.9733,0.8535,0.8984,0.9229,0.867,0.9177,0.9729,100052,874.0,916.0,73.5,874.0,32.92,-0.94,1.49,2.27,0.42345,0.5148628594873343,0.21851970522268516,0.5078125000000001,0.410085201571607
hotpotqa_yaml_fixed_1024_gpt,2588da3,2026-08-01T02:17:32+00:00,S_chunk_size,hotpotqa,yaml,fixed,1024,gpt,0,0,498,498,50,0.87,0.9733,0.85,0.78,0.778,0.8908,0.8044,0.9824,97996,931.1,973.1,25.5,931.1,32.92,1.14,0.86,1.1,0.43345,0.48015336070447895,0.03556552387055434,1.0,0.4025246137069335
hotpotqa_yaml_fixed_1024_claude,2588da3,2026-08-01T02:17:32+00:00,S_chunk_size,hotpotqa,yaml,fixed,1024,claude,0,0,498,498,50,0.87,0.9733,0.85,0.955,0.9268,0.8682,0.8967,0.979,97996,931.1,973.1,72.3,931.1,32.92,1.14,1.57,2.32,0.43345,0.5441404132141707,0.03556552387055434,0.4453125,0.35131501496177936
hotpotqa_json_fixed_2048_gpt,2588da3,2026-08-01T02:50:52+00:00,S_chunk_size,hotpotqa,json,fixed,2048,gpt,0,0,498,498,50,0.87,0.9733,0.8493,0.79,0.8107,0.8897,0.851,0.9856,99177,942.2,984.2,24.8,942.2,33.01,,0.95,1.31,0.43885,0.564704117564415,0.0,0.9296875,0.42180518378220744
hotpotqa_json_fixed_2048_claude,2588da3,2026-08-01T02:50:52+00:00,S_chunk_size,hotpotqa,json,fixed,2048,claude,0,0,498,498,50,0.87,0.9733,0.8493,0.92,0.9018,0.8683,0.9032,0.9753,99177,942.2,984.2,70.6,942.2,33.01,,1.43,2.11,0.43885,0.5035374044620405,0.0,0.5546875000000001,0.33497182723102026
hotpotqa_toon_fixed_2048_gpt,2588da3,2026-08-01T03:12:53+00:00,S_chunk_size,hotpotqa,toon,fixed,2048,gpt,0,0,498,498,50,0.87,0.9733,0.8496,0.74,0.7938,0.8867,0.8296,0.9799,100106,878.7,920.7,26.0,878.7,33.01,-0.94,0.87,1.12,0.4253,0.4766717202571282,0.20346042934956743,0.9921875,0.4583751354009127
hotpotqa_toon_fixed_2048_claude,2588da3,2026-08-01T03:12:53+00:00,S_chunk_size,hotpotqa,toon,fixed,2048,claude,0,0,498,498,50,0.87,0.9733,0.8496,0.8684,0.9192,0.8673,0.9233,0.9691,100106,878.7,920.7,76.6,878.7,33.01,-0.94,1.53,2.19,0.4253,0.4879650005978727,0.20346042934956743,0.4765625000000001,0.38667802557128494
hotpotqa_yaml_fixed_2048_gpt,2588da3,2026-08-01T03:34:43+00:00,S_chunk_size,hotpotqa,yaml,fixed,2048,gpt,0,0,498,498,50,0.86,0.9733,0.8422,0.745,0.7715,0.8867,0.8061,0.9876,98053,934.1,976.1,25.9,934.1,33.01,1.13,0.89,1.23,0.4349,0.47462897450027564,0.025953220121755938,0.9765625,0.3928824892927524
hotpotqa_yaml_fixed_2048_claude,2588da3,2026-08-01T03:34:43+00:00,S_chunk_size,hotpotqa,yaml,fixed,2048,claude,0,0,498,498,50,0.86,0.9733,0.8422,0.9068,0.8839,0.8628,0.8901,0.9717,98053,934.1,976.1,71.7,934.1,33.01,1.13,1.58,2.41,0.4349,0.40765973673686046,0.025953220121755938,0.4375,0.2785384954110448
hotpotqa_json_fixed_256_rr_gpt,27669e6,2026-08-03T17:12:34+00:00,R_rerank,hotpotqa,json,fixed,256,gpt,1,0,498,523,50,0.97,0.9633,0.9326,0.835,0.8342,0.8879,0.8568,0.9841,101452,917.3,959.4,25.7,917.3,35.37,,1.08,1.56,0.4277,0.7396549344657789,0.07946171099006749,0.828125,0.5218578160794131
hotpotqa_json_fixed_256_rr_claude,27669e6,2026-08-03T17:12:34+00:00,R_rerank,hotpotqa,json,fixed,256,claude,1,0,498,523,50,0.97,0.9633,0.9326,0.975,0.9605,0.8662,0.9631,0.9768,101452,917.3,959.4,68.7,917.3,35.37,,1.68,2.6,0.4277,0.7753472222222221,0.07946171099006749,0.3593750000000001,0.46939145995763465
hotpotqa_toon_fixed_256_rr_gpt,27669e6,2026-08-03T17:38:20+00:00,R_rerank,hotpotqa,toon,fixed,256,gpt,1,0,498,523,50,0.97,0.9633,0.9326,0.785,0.8361,0.8899,0.8602,0.9859,102444,872.2,914.2,25.5,872.2,35.37,-0.98,1.06,1.35,0.4196,0.7671911778232997,0.22428708747196413,0.84375,0.5886585695268373
hotpotqa_toon_fixed_256_rr_claude,27669e6,2026-08-03T17:38:20+00:00,R_rerank,hotpotqa,toon,fixed,256,claude,1,0,498,523,50,0.97,0.9633,0.9326,0.9375,0.9412,0.8686,0.9597,0.9763,102444,872.2,914.2,73.0,872.2,35.37,-0.98,1.71,2.55,0.4196,0.7654556205478046,0.22428708747196413,0.3359375000000001,0.5116189158890897
hotpotqa_yaml_fixed_256_rr_gpt,27669e6,2026-08-03T18:03:25+00:00,R_rerank,hotpotqa,yaml,fixed,256,gpt,1,0,498,523,50,0.97,0.9633,0.9326,0.82,0.863,0.8835,0.8573,0.978,100304,932.4,974.5,24.8,932.4,35.37,1.13,1.05,1.5,0.43175,0.6984955169141281,0.031079782121115174,0.8515625,0.48786005719945436
hotpotqa_yaml_fixed_256_rr_claude,27669e6,2026-08-03T18:03:25+00:00,R_rerank,hotpotqa,yaml,fixed,256,claude,1,0,498,523,50,0.97,0.9633,0.9326,0.9625,0.939,0.8713,0.9417,0.9766,100304,932.4,974.5,70.8,932.4,35.37,1.13,1.7,3.09,0.43175,0.7636034706189263,0.031079782121115174,0.3437500000000001,0.4442421590518535
msmarco_json_fixed_256_gpt,4f24364,2026-07-29T01:18:33+00:00,core,msmarco,json,fixed,256,gpt,0,0,500,500,50,0.9667,0.6753,0.7369,0.9226,0.9461,0.8734,0.9505,0.9609,68321,690.9,719.9,52.0,690.9,58.63,,1.74,2.89,0.3704,0.6172603434407692,0.14474439977024722,0.5512820512820513,0.4419830193322788
msmarco_json_fixed_256_claude,4f24364,2026-07-29T01:18:33+00:00,core,msmarco,json,fixed,256,claude,0,0,500,500,50,0.9667,0.6753,0.7369,0.958,0.9546,0.8634,0.9469,0.9579,68321,690.9,719.9,144.8,690.9,58.63,,2.25,3.18,0.3704,0.5432264997566427,0.14474439977024722,0.22435897435897445,0.35592763595175403
msmarco_toon_fixed_256_gpt,4f24364,2026-07-29T01:40:11+00:00,core,msmarco,toon,fixed,256,gpt,0,0,500,500,50,0.9733,0.7187,0.7752,0.8866,0.9215,0.8735,0.9242,0.968,69447,643.2,672.2,47.2,643.2,58.63,-1.65,1.74,3.43,0.36575,0.616242501707798,0.4187248707639286,0.5512820512820513,0.5373672633135818
msmarco_toon_fixed_256_claude,4f24364,2026-07-29T01:40:11+00:00,core,msmarco,toon,fixed,256,claude,0,0,500,500,50,0.9733,0.7187,0.7752,0.954,0.9442,0.8596,0.9495,0.9529,69447,643.2,672.2,153.9,643.2,58.63,-1.65,2.31,3.82,0.36575,0.5146792586920194,0.4187248707639286,0.1858974358974359,0.4317779494980001
msmarco_yaml_fixed_256_gpt,4f24364,2026-07-29T02:01:23+00:00,core,msmarco,yaml,fixed,256,gpt,0,0,500,500,50,0.9733,0.7053,0.7634,0.9125,0.933,0.8718,0.9198,0.9714,67538,708.3,737.3,45.7,708.3,58.63,1.15,1.73,4.2,0.371,0.6367928451683312,0.04480183802412441,0.5576923076923077,0.4177309120464553
msmarco_yaml_fixed_256_claude,4f24364,2026-07-29T02:01:23+00:00,core,msmarco,yaml,fixed,256,claude,0,0,500,500,50,0.9733,0.7053,0.7634,0.951,0.9569,0.856,0.9568,0.9609,67538,708.3,737.3,147.1,708.3,58.63,1.15,2.28,3.23,0.371,0.5792858716699579,0.04480183802412441,0.2051282051282053,0.3360928099126533
msmarco_json_fixed_512_gpt,4f24364,2026-07-29T02:22:48+00:00,core,msmarco,json,fixed,512,gpt,0,0,500,500,50,0.9667,0.6653,0.7311,0.92,0.9394,0.8716,0.9904,0.9596,68157,693.0,722.1,50.1,693.0,58.13,,1.47,2.59,0.36745,0.6432885573832602,0.13210798391728895,0.7243589743589745,0.4765359192165274
msmarco_json_fixed_512_claude,4f24364,2026-07-29T02:22:48+00:00,core,msmarco,json,fixed,512,claude,0,0,500,500,50,0.9667,0.6653,0.7311,0.947,0.9478,0.8577,0.945,0.9603,68157,693.0,722.1,140.3,693.0,58.13,,2.31,3.72,0.36745,0.49587866129368985,0.13210798391728895,0.1858974358974359,0.32206174040251145
msmarco_toon_fixed_512_gpt,4f24364,2026-07-29T02:43:54+00:00,core,msmarco,toon,fixed,512,gpt,0,0,500,500,50,0.9667,0.7187,0.7696,0.9024,0.9265,0.8701,0.9335,0.9694,69278,647.4,676.4,46.4,647.4,58.13,-1.64,1.62,4.12,0.36325,0.614669597085194,0.39460080413555454,0.6282051282051282,0.5396758492208102
msmarco_toon_fixed_512_claude,4f24364,2026-07-29T02:43:54+00:00,core,msmarco,toon,fixed,512,claude,0,0,500,500,50,0.9667,0.7187,0.7696,0.951,0.9442,0.8594,0.9356,0.956,69278,647.4,676.4,150.4,647.4,58.13,-1.64,2.52,4.53,0.36325,0.4935827160079089,0.39460080413555454,0.05128205128205132,0.39259394714370627
msmarco_yaml_fixed_512_gpt,4f24364,2026-07-29T03:04:47+00:00,core,msmarco,yaml,fixed,512,gpt,0,0,500,500,50,0.9667,0.708,0.761,0.9135,0.909,0.8743,0.8959,0.9652,67377,712.8,741.8,46.2,712.8,58.13,1.14,1.28,1.81,0.37065,0.49359084564599115,0.018954623779437463,0.8461538461538461,0.3803526180688756
msmarco_yaml_fixed_512_claude,4f24364,2026-07-29T03:04:47+00:00,core,msmarco,yaml,fixed,512,claude,0,0,500,500,50,0.9667,0.708,0.761,0.954,0.9575,0.8613,0.9645,0.9571,67377,712.8,741.8,144.1,712.8,58.13,1.14,2.19,3.05,0.37065,0.5883454214628695,0.018954623779437463,0.2628205128205129,0.3402299059773148
msmarco_json_recursive_256_gpt,4f24364,2026-07-29T03:26:20+00:00,core,msmarco,json,recursive,256,gpt,0,0,500,500,50,0.9567,0.6687,0.7269,0.927,0.947,0.8719,0.9531,0.9589,68263,692.4,721.4,48.2,692.4,58.45,,1.54,2.83,0.3679,0.5712237064336322,0.13612866168868487,0.6794871794871795,0.43517996173093276
msmarco_json_recursive_256_claude,4f24364,2026-07-29T03:26:20+00:00,core,msmarco,json,recursive,256,claude,0,0,500,500,50,0.9567,0.6687,0.7269,0.947,0.9324,0.8574,0.9632,0.9617,68263,692.4,721.4,141.5,692.4,58.45,,2.18,3.09,0.3679,0.4762940193974668,0.13612866168868487,0.26923076923076916,0.32617665667438844
msmarco_toon_recursive_256_gpt,4f24364,2026-07-29T03:47:31+00:00,core,msmarco,toon,recursive,256,gpt,0,0,500,500,50,0.9667,0.7087,0.7642,0.8948,0.9384,0.8774,0.9095,0.9699,69389,646.3,675.3,46.0,646.3,58.45,-1.65,1.38,2.48,0.36325,0.6480638775232951,0.4009190120620336,0.7820512820512822,0.5816612852910517
msmarco_toon_recursive_256_claude,4f24364,2026-07-29T03:47:31+00:00,core,msmarco,toon,recursive,256,claude,0,0,500,500,50,0.9667,0.7087,0.7642,0.948,0.9445,0.8614,0.9474,0.9527,69389,646.3,675.3,148.7,646.3,58.45,-1.65,2.29,3.34,0.36325,0.4987088236599435,0.4009190120620336,0.1987179487179488,0.4194837583593758
msmarco_yaml_recursive_256_gpt,4f24364,2026-07-29T04:08:04+00:00,core,msmarco,yaml,recursive,256,gpt,0,0,500,500,50,0.9667,0.6927,0.7501,0.9156,0.9241,0.8732,0.9154,0.9635,67480,712.8,741.8,46.4,712.8,58.45,1.15,1.31,1.98,0.3719,0.5333619495741487,0.018954623779437463,0.8269230769230769,0.397353554648339
msmarco_yaml_recursive_256_claude,4f24364,2026-07-29T04:08:04+00:00,core,msmarco,yaml,recursive,256,claude,0,0,500,500,50,0.9667,0.6927,0.7501,0.9464,0.9463,0.8577,0.9461,0.9574,67480,712.8,741.8,147.1,712.8,58.45,1.15,2.18,3.0,0.3719,0.49431897112043055,0.018954623779437463,0.26923076923076916,0.29417821926763377
msmarco_json_recursive_512_gpt,4f24364,2026-07-29T04:29:39+00:00,core,msmarco,json,recursive,512,gpt,0,0,500,500,50,0.9567,0.667,0.7247,0.9246,0.9386,0.8683,0.9462,0.9556,68246,693.1,722.1,52.1,693.1,58.4,,1.41,2.0,0.37005,0.48805507291656086,0.13210798391728895,0.7628205128205129,0.40468840775240855
msmarco_json_recursive_512_claude,4f24364,2026-07-29T04:29:39+00:00,core,msmarco,json,recursive,512,claude,0,0,500,500,50,0.9567,0.667,0.7247,0.96,0.9677,0.8595,0.9654,0.9548,68246,693.1,722.1,142.0,693.1,58.4,,2.24,3.08,0.37005,0.5287771485410786,0.13210798391728895,0.23076923076923073,0.34524175325697504
msmarco_toon_recursive_512_gpt,4f24364,2026-07-29T04:50:48+00:00,core,msmarco,toon,recursive,512,gpt,0,0,500,500,50,0.9667,0.7203,0.7689,0.912,0.9155,0.8745,0.9335,0.9691,69371,645.7,674.7,45.3,645.7,58.4,-1.65,1.38,2.55,0.36465,0.6141381403768525,0.404365307294658,0.7820512820512822,0.5659046200492489
msmarco_toon_recursive_512_claude,4f24364,2026-07-29T04:50:48+00:00,core,msmarco,toon,recursive,512,claude,0,0,500,500,50,0.9667,0.7203,0.7689,0.943,0.9616,0.8605,0.9613,0.9534,69371,645.7,674.7,154.6,645.7,58.4,-1.65,2.27,3.15,0.36465,0.5695078439588753,0.404365307294658,0.21153846153846156,0.4580125487633372
msmarco_yaml_recursive_512_gpt,4f24364,2026-07-29T05:12:28+00:00,core,msmarco,yaml,recursive,512,gpt,0,0,500,500,50,0.9567,0.7103,0.7574,0.8982,0.9541,0.87,0.9546,0.97,67462,711.9,740.9,47.5,711.9,58.4,1.15,1.43,2.0,0.37255,0.692580435242648,0.02412406662837474,0.7500000000000001,0.4672336409412552
msmarco_yaml_recursive_512_claude,4f24364,2026-07-29T05:12:28+00:00,core,msmarco,yaml,recursive,512,claude,0,0,500,500,50,0.9567,0.7103,0.7574,0.955,0.9554,0.8591,0.9477,0.9527,67462,711.9,740.9,147.6,711.9,58.4,1.15,2.14,2.8,0.37255,0.485828671134023,0.02412406662837474,0.2948717948717948,0.2955885281177119
msmarco_json_semantic_256_gpt,4f24364,2026-07-29T05:34:38+00:00,core,msmarco,json,semantic,256,gpt,0,0,500,795,50,0.9067,0.623,0.6853,0.928,0.9329,0.8686,0.9452,0.9683,89539,600.6,629.6,44.2,600.6,93.9,,1.59,2.74,0.34145,0.43587406044330784,0.6634118322802987,0.6474358974358974,0.5472465561351431
msmarco_json_semantic_256_claude,4f24364,2026-07-29T05:34:38+00:00,core,msmarco,json,semantic,256,claude,0,0,500,795,50,0.9067,0.623,0.6853,0.961,0.9469,0.8621,0.9669,0.9617,89539,600.6,629.6,138.9,600.6,93.9,,2.42,4.1,0.34145,0.4174342008974307,0.6634118322802987,0.11538461538461553,0.4582189340545122
msmarco_toon_semantic_256_gpt,4f24364,2026-07-29T05:56:04+00:00,core,msmarco,toon,semantic,256,gpt,0,0,500,795,50,0.9333,0.7013,0.7543,0.8766,0.9102,0.8734,0.9543,0.9693,91257,542.0,571.0,42.3,542.0,93.9,-1.92,1.53,2.7,0.3292,0.5580259743061823,1.0,0.6858974358974359,0.7318976025377065
msmarco_toon_semantic_256_claude,4f24364,2026-07-29T05:56:04+00:00,core,msmarco,toon,semantic,256,claude,0,0,500,795,50,0.9333,0.7013,0.7543,0.9608,0.9356,0.8589,0.9398,0.9559,91257,542.0,571.0,140.3,542.0,93.9,-1.92,2.1,2.95,0.3292,0.40115534391314345,1.0,0.3205128205128205,0.5986545950334947
msmarco_yaml_semantic_256_gpt,4f24364,2026-07-29T06:17:49+00:00,core,msmarco,yaml,semantic,256,gpt,0,0,500,795,50,0.9733,0.711,0.7701,0.875,0.9354,0.8751,0.9583,0.9727,88137,602.2,631.3,43.0,602.2,93.9,1.57,1.46,2.72,0.3382,0.7495060919885899,0.653647329121195,0.7307692307692308,0.7131449958020979
msmarco_yaml_semantic_256_claude,4f24364,2026-07-29T06:17:49+00:00,core,msmarco,yaml,semantic,256,claude,0,0,500,795,50,0.9733,0.711,0.7701,0.954,0.9329,0.8615,0.9476,0.9603,88137,602.2,631.3,133.4,602.2,93.9,1.57,2.04,2.87,0.3382,0.5439924344349144,0.653647329121195,0.35897435897435903,0.5546189362560293
msmarco_json_semantic_512_gpt,4f24364,2026-07-29T07:03:18+00:00,core,msmarco,json,semantic,512,gpt,0,0,500,795,50,0.8867,0.6053,0.667,0.936,0.9348,0.8673,0.9571,0.9667,89639,596.1,625.1,44.9,596.1,94.2,,1.27,2.16,0.4228,0.3864469408877122,0.6892590465249855,0.8525641025641026,0.5623487521122164
msmarco_json_semantic_512_claude,4f24364,2026-07-29T07:03:18+00:00,core,msmarco,json,semantic,512,claude,0,0,500,795,50,0.8867,0.6053,0.667,0.96,0.9649,0.8654,0.959,0.9621,89639,596.1,625.1,138.7,596.1,94.2,,2.29,3.53,0.4228,0.41788347462904,0.6892590465249855,0.1987179487179488,0.4799900959059572
msmarco_toon_semantic_512_gpt,4f24364,2026-07-29T07:31:51+00:00,core,msmarco,toon,semantic,512,gpt,0,0,500,795,50,0.8933,0.6713,0.7213,0.875,0.9083,0.8754,0.9524,0.9634,91356,542.2,571.2,43.2,542.2,94.2,-1.92,1.26,2.28,0.4046,0.4151429636153799,0.9988512349224581,0.858974358974359,0.686015567876704
msmarco_toon_semantic_512_claude,4f24364,2026-07-29T07:31:51+00:00,core,msmarco,toon,semantic,512,claude,0,0,500,795,50,0.8933,0.6713,0.7213,0.94,0.9528,0.8608,0.9514,0.9622,91356,542.2,571.2,136.3,542.2,94.2,-1.92,2.3,3.31,0.4046,0.41638742008782875,0.9988512349224581,0.1923076923076925,0.5866377961129285
msmarco_yaml_semantic_512_gpt,26f217f,2026-07-30T09:34:50+00:00,core,msmarco,yaml,semantic,512,gpt,0,0,500,795,50,0.8933,0.6797,0.7281,0.9,0.9284,0.8796,0.9502,0.9685,88232,600.9,629.9,44.5,600.9,94.2,1.57,1.2,2.01,0.3307,0.5331374647184574,0.6616886846639864,0.8974358974358975,0.6327751566070086
msmarco_yaml_semantic_512_claude,26f217f,2026-07-30T09:34:50+00:00,core,msmarco,yaml,semantic,512,claude,0,0,500,795,50,0.8933,0.6797,0.7281,0.9482,0.9738,0.8618,0.9741,0.9587,88232,600.9,629.9,138.6,600.9,94.2,1.57,2.14,2.88,0.3307,0.4970415830669015,0.6616886846639864,0.2948717948717948,0.5243426003966152
msmarco_json_fixed_256_late_gpt,2588da3,2026-08-01T04:01:33+00:00,L_late_chunking,msmarco,json,fixed,256,gpt,0,1,500,500,50,0.9833,0.768,0.817,0.9416,0.913,0.8696,0.9403,0.9664,68321,695.9,724.9,46.9,695.9,58.63,,1.04,1.57,0.4602,0.6497920681948833,0.11602527283170616,1.0,0.5155048795885389
msmarco_json_fixed_256_late_claude,2588da3,2026-08-01T04:01:33+00:00,L_late_chunking,msmarco,json,fixed,256,claude,0,1,500,500,50,0.9833,0.768,0.817,0.9626,0.9577,0.8588,0.9545,0.9584,68321,695.9,724.9,145.6,695.9,58.63,,2.09,2.85,0.4602,0.6547089514587827,0.11602527283170616,0.3269230769230771,0.4170017827589501
msmarco_toon_fixed_256_late_gpt,2588da3,2026-08-01T04:27:09+00:00,L_late_chunking,msmarco,toon,fixed,256,gpt,0,1,500,500,50,0.9833,0.768,0.817,0.8924,0.9186,0.8761,0.9211,0.9696,69447,650.3,679.4,44.1,650.3,58.63,-1.65,1.14,2.01,0.4445,0.6962909985726914,0.37736932797242984,0.935897435897436,0.6206093794613115
msmarco_toon_fixed_256_late_claude,2588da3,2026-08-01T04:27:09+00:00,L_late_chunking,msmarco,toon,fixed,256,claude,0,1,500,500,50,0.9833,0.768,0.817,0.95,0.9587,0.8635,0.9317,0.9602,69447,650.3,679.4,144.3,650.3,58.63,-1.65,2.31,3.96,0.4445,0.661401704670355,0.37736932797242984,0.1858974358974359,0.4906647325101433
msmarco_yaml_fixed_256_late_gpt,2588da3,2026-08-01T04:52:26+00:00,L_late_chunking,msmarco,yaml,fixed,256,gpt,0,1,500,500,50,0.9833,0.768,0.817,0.8992,0.94,0.8737,0.9422,0.967,67538,716.1,745.1,43.1,716.1,58.63,1.15,1.05,1.6,0.46215,0.7512868297138117,0.0,0.9935897435897436,0.5246818763953673
msmarco_yaml_fixed_256_late_claude,2588da3,2026-08-01T04:52:26+00:00,L_late_chunking,msmarco,yaml,fixed,256,claude,0,1,500,500,50,0.9833,0.768,0.817,0.946,0.9575,0.8621,0.938,0.9595,67538,716.1,745.1,143.8,716.1,58.63,1.15,2.15,3.38,0.46215,0.6551416416238535,0.0,0.28846153846153855,0.3708400515811575
msmarco_json_fixed_128_gpt,2588da3,2026-08-01T05:30:56+00:00,S_chunk_size,msmarco,json,fixed,128,gpt,0,0,500,514,50,0.9633,0.667,0.7283,0.939,0.9583,0.8723,0.9441,0.958,69168,685.2,714.2,51.5,685.2,59.81,,1.12,1.77,0.45895,0.5922550571328719,0.17748420448018365,0.9487179487179487,0.5005546924421924
msmarco_json_fixed_128_claude,2588da3,2026-08-01T05:30:56+00:00,S_chunk_size,msmarco,json,fixed,128,claude,0,0,500,514,50,0.9633,0.667,0.7283,0.966,0.9483,0.8584,0.9599,0.9564,69168,685.2,714.2,138.9,685.2,59.81,,2.14,2.9,0.45895,0.4909560806055493,0.17748420448018365,0.2948717948717948,0.3518282811016082
msmarco_toon_fixed_128_gpt,2588da3,2026-08-01T05:57:14+00:00,S_chunk_size,msmarco,toon,fixed,128,gpt,0,0,500,514,50,0.9733,0.7103,0.7678,0.9074,0.9371,0.8733,0.9311,0.969,70339,640.8,669.8,46.6,640.8,59.81,-1.69,1.06,1.63,0.45095,0.664413993380089,0.4325100516944288,0.9871794871794871,0.6316624378600175
msmarco_toon_fixed_128_claude,2588da3,2026-08-01T05:57:14+00:00,S_chunk_size,msmarco,toon,fixed,128,claude,0,0,500,514,50,0.9733,0.7103,0.7678,0.944,0.9551,0.8616,0.96,0.9561,70339,640.8,669.8,146.3,640.8,59.81,-1.69,2.12,3.0,0.45095,0.5882449525417517,0.4325100516944288,0.3076923076923077,0.49165484051777203
msmarco_yaml_fixed_128_gpt,2588da3,2026-08-01T06:23:55+00:00,S_chunk_size,msmarco,yaml,fixed,128,gpt,0,0,500,514,50,0.9733,0.7003,0.7597,0.9055,0.9435,0.8721,0.9624,0.9647,68370,703.6,732.6,45.0,703.6,59.81,1.15,1.13,1.74,0.46645,0.6872927024169887,0.07179781734635271,0.9423076923076924,0.5101217411258716
msmarco_yaml_fixed_128_claude,2588da3,2026-08-01T06:23:55+00:00,S_chunk_size,msmarco,yaml,fixed,128,claude,0,0,500,514,50,0.9733,0.7003,0.7597,0.945,0.9533,0.8596,0.9507,0.9592,68370,703.6,732.6,151.3,703.6,59.81,1.15,2.31,3.81,0.46645,0.5673976988883364,0.07179781734635271,0.1858974358974359,0.33671270090000704
msmarco_json_fixed_1024_gpt,2588da3,2026-08-01T07:02:50+00:00,S_chunk_size,msmarco,json,fixed,1024,gpt,0,0,500,500,50,0.9567,0.6537,0.7147,0.9378,0.9515,0.8726,0.9771,0.9618,68219,691.0,720.1,50.2,691.0,58.32,,1.17,1.99,0.4591,0.6366670693321613,0.1435956346927053,0.9166666666666667,0.5060920068085275
msmarco_json_fixed_1024_claude,2588da3,2026-08-01T07:02:50+00:00,S_chunk_size,msmarco,json,fixed,1024,claude,0,0,500,500,50,0.9567,0.6537,0.7147,0.956,0.9552,0.8573,0.9484,0.956,68219,691.0,720.1,140.1,691.0,58.32,,2.28,3.79,0.4591,0.45088848354468997,0.1435956346927053,0.2051282051282053,0.3064719446840226
msmarco_toon_fixed_1024_gpt,2588da3,2026-08-01T07:30:25+00:00,S_chunk_size,msmarco,toon,fixed,1024,gpt,0,0,500,500,50,0.9733,0.7103,0.7683,0.8914,0.9272,0.8698,0.9248,0.9715,69350,643.3,672.4,43.5,643.3,58.32,-1.66,1.13,1.71,0.4531,0.6241326311768806,0.41757610568638737,0.9423076923076924,0.5995641064248296
msmarco_toon_fixed_1024_claude,2588da3,2026-08-01T07:30:25+00:00,S_chunk_size,msmarco,toon,fixed,1024,claude,0,0,500,500,50,0.9733,0.7103,0.7683,0.948,0.9651,0.8586,0.973,0.9496,69350,643.3,672.4,150.5,643.3,58.32,-1.66,2.6,4.87,0.4531,0.5693324337370983,0.41757610568638737,0.0,0.4308178538587847
msmarco_yaml_fixed_1024_gpt,2588da3,2026-08-01T07:56:56+00:00,S_chunk_size,msmarco,yaml,fixed,1024,gpt,0,0,500,500,50,0.9733,0.6903,0.7524,0.9057,0.9515,0.8766,0.9572,0.9698,67438,710.8,739.9,44.6,710.8,58.32,1.14,1.07,1.6,0.4645,0.7565932175748805,0.029867892016082975,0.9807692307692307,0.5358657556084538
msmarco_yaml_fixed_1024_claude,2588da3,2026-08-01T07:56:56+00:00,S_chunk_size,msmarco,yaml,fixed,1024,claude,0,0,500,500,50,0.9733,0.6903,0.7524,0.9624,0.95,0.8599,0.9435,0.9628,67438,710.8,739.9,148.3,710.8,58.32,1.14,2.12,2.9,0.4645,0.5664581387860713,0.029867892016082975,0.3076923076923077,0.33983667775251086
msmarco_json_fixed_2048_gpt,2588da3,2026-08-01T08:35:50+00:00,S_chunk_size,msmarco,json,fixed,2048,gpt,0,0,500,500,50,0.9567,0.6503,0.7134,0.9299,0.9321,0.8747,0.9499,0.9602,68277,692.9,722.0,50.7,692.9,58.49,,1.25,2.22,0.45995,0.542073774735633,0.1326823664560598,0.8653846153846154,0.4472834079351298
msmarco_json_fixed_2048_claude,2588da3,2026-08-01T08:35:50+00:00,S_chunk_size,msmarco,json,fixed,2048,claude,0,0,500,500,50,0.9567,0.6503,0.7134,0.95,0.9505,0.8547,0.9451,0.9554,68277,692.9,722.0,138.6,692.9,58.49,,2.17,3.33,0.45995,0.41033839485013046,0.1326823664560598,0.27564102564102577,0.29295417953084
msmarco_toon_fixed_2048_gpt,2588da3,2026-08-01T09:03:02+00:00,S_chunk_size,msmarco,toon,fixed,2048,gpt,0,0,500,500,50,0.9733,0.7327,0.7827,0.8856,0.943,0.8716,0.9342,0.9666,69411,646.9,675.9,47.1,646.9,58.49,-1.66,1.18,1.92,0.45115,0.6722454965200121,0.39747271682940855,0.9102564102564104,0.6117766606887606
msmarco_toon_fixed_2048_claude,2588da3,2026-08-01T09:03:02+00:00,S_chunk_size,msmarco,toon,fixed,2048,claude,0,0,500,500,50,0.9733,0.7327,0.7827,0.94,0.9448,0.8551,0.936,0.9503,69411,646.9,675.9,148.1,646.9,58.49,-1.66,2.18,3.32,0.45115,0.4517984937827866,0.39747271682940855,0.26923076923076916,0.4053993131663016
